Date,result,rsi_7,rsi_14,roc_7,golden_cross_sma_25_75,golden_cross_sma_5_25,bband_signal
2018-01-16,0.0,78.5538904629473,72.65176292009174,1.904761904761898,0.0,0.0,0.0
2018-01-17,0.0,71.78661562335232,69.60557342796825,0.6565449322938122,0.0,0.0,0.0
2018-01-18,0.0,63.77445455041645,65.8867663540786,-0.3263973888208871,0.0,0.0,0.0
2018-01-19,0.0,64.69391394232345,66.27485252667225,0.040916530278223284,0.0,0.0,0.0
2018-01-22,0.0,65.70932171908555,66.68303596887621,0.45155993431855723,0.0,0.0,0.0
2018-01-23,0.0,77.68777176045315,72.43223945414921,1.974496092143152,0.0,0.0,0.0
2018-01-24,0.0,64.53702824492183,66.27421329964088,1.0668855149774226,0.0,0.0,0.0
2018-01-25,0.0,47.52533236864191,56.84147745341287,-1.097114993904913,0.0,0.0,0.0
2018-01-26,0.0,45.59144666552542,55.66463285792631,-0.9376273950264968,0.0,0.0,0.0
2018-01-29,0.0,45.056695456874465,55.35606996257233,-0.5730659025787954,0.0,0.0,0.0
2018-01-30,0.0,30.465484760575762,45.78901295943033,-2.0858895705521463,0.0,0.0,0.0
2018-01-31,0.0,25.741637664289545,41.992776443141814,-2.8606456885982845,0.0,0.0,0.0
2018-02-01,0.0,44.16132982245177,50.11475029225063,-2.864058087938681,0.0,0.0,0.0
2018-02-02,0.0,38.422449968627745,46.49615881451098,-2.8826634185952105,0.0,0.0,0.0
2018-02-05,0.0,24.644515941936096,36.134806686623584,-4.149548069022191,0.0,0.0,1.0
2018-02-06,0.0,13.735909571467191,24.825283979996833,-8.600823045267491,0.0,0.0,1.0
2018-02-07,0.0,14.912872710275185,25.497911917298445,-8.439687114038696,0.0,0.0,1.0
2018-02-08,0.0,25.57493758179804,31.44329993000565,-5.9732664995822855,0.0,0.0,1.0
2018-02-09,1.0,19.872211056831635,26.904567667246887,-7.530500631047543,0.0,0.0,1.0
2018-02-13,1.0,18.594448326223034,25.843379025563866,-9.302325581395355,0.0,0.0,1.0
2018-02-14,1.0,17.64878284016342,25.08236662348991,-9.11371237458194,0.0,0.0,1.0
2018-02-15,0.0,31.47302966126102,32.373922915342646,-5.357908272610368,0.0,0.0,0.0
2018-02-16,0.0,39.180389641514964,36.669092741757446,0.4052228725799134,0.0,0.0,0.0
2018-02-19,0.0,51.82355105737637,44.290112773956395,2.248201438848918,0.0,0.0,0.0
2018-02-20,0.0,46.447229109196485,41.71027863082038,0.08884940026654409,0.0,0.0,0.0
2018-02-21,1.0,48.52399925698913,42.90413770584644,2.82074613284804,0.0,0.0,0.0
2018-02-22,1.0,41.54287824630172,39.65533941218959,2.2893772893772812,0.0,0.0,0.0
2018-02-23,0.0,47.01567601874939,42.53889837616619,3.4958601655933785,0.0,0.0,0.0
2018-02-26,0.0,55.518056978725596,47.28610190945215,3.170289855072461,0.0,0.0,0.0
2018-02-27,0.0,61.22216979424447,50.73033731011112,3.1390134529148073,0.0,0.0,0.0
2018-02-28,0.0,51.72502722114067,46.69770181914722,-0.04397537379067229,0.0,0.0,0.0
2018-03-01,0.0,41.005532224741444,41.55880607842459,-0.8433200177541011,0.0,0.0,0.0
2018-03-02,1.0,30.578966713669953,35.607661308669435,-3.5840707964601815,0.0,0.0,0.0
2018-03-05,0.0,28.149692392824594,34.078814712896346,-3.178155774395708,0.0,0.0,0.0
2018-03-06,1.0,41.39046787935676,40.756009857592666,-2.1333333333333315,0.0,0.0,0.0
